hour,day,month,year,day_of_week,fix_lat,fix_lon,minute,crime_occurrence
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.6770509831248819,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.5652475842498748,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.4534441853749052,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.341640786499898,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.2298373876249284,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.1180339887499213,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-1.0062305898749517,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.8944271909999445,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.2236067761274464,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.3354101968886216,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.2298373667934042,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.3416407875545795,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.4534442083157548,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.7826237921249374,1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.6770509844432941,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.5652475636821188,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.4534442083158476,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.3416407875546725,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.2298373667934972,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.118034011427133,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-1.0062305906659579,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.8944271699047827,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.7826238145385115,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.6708203937773363,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.5590169730161609,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.4472136176497969,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.3354101968887146,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.22360677612753935,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,-0.11180342076117523,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.6708203932499678,0.0,0.0,1.0
